City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,newman,37.3138,-121.0208,19.47,61,1,2.83,US,1746951920
284,urubamba,-13.3047,-72.1158,5.97,88,44,1.73,PE,1746951921
285,todos santos,23.45,-110.2167,20.58,60,11,1.89,MX,1746951922
286,berezovo,63.9381,65.0419,3.27,57,89,1.73,RU,1746951923
287,borovskoy,53.8,64.15,14.79,68,100,2.22,KZ,1746951924
288,flin flon,54.7682,-101.865,7.44,69,98,2.14,CA,1746951925
289,shakhtinsk,49.71,72.5872,20.68,43,67,7.29,KZ,1746951926
290,neiafu,-18.65,-173.9833,24.67,93,100,13.81,TO,1746951927
291,yatou,37.15,122.3833,19.39,40,98,7.23,CN,1746951928
292,ambasa,23.9172,91.8472,39.21,26,58,2.35,IN,1746951929
293,pisco,-13.7,-76.2167,17.03,82,0,1.03,PE,1746951930
294,nouadhibou,20.931,-17.0347,19.99,88,46,5.14,MR,1746951931
295,tsiombe,-25.3,45.4833,31.31,44,0,2.02,MG,1746951932
296,mancio lima,-7.6142,-72.8958,21.36,99,94,1.06,BR,1746951933
297,nantucket,41.2835,-70.0995,12.06,82,21,3.6,US,1746951934
298,kapit,2.0167,112.9333,30.3,78,99,1.06,MY,1746951935
299,ginir,7.1333,40.7,24.95,34,63,3.3,ET,1746951936
300,iskateley,67.6803,53.1512,-0.47,96,77,3.44,RU,1746951938
301,neem ka thana,27.7333,75.8,38.14,18,0,4.51,IN,1746951939
302,manismata,-2.4667,111.0333,28.55,76,97,2.05,ID,1746951940
303,margate,51.3813,1.3862,17.84,59,7,6.59,GB,1746951941
304,geraldton,-28.7667,114.6,26.23,53,56,7.72,AU,1746951942
305,mount isa,-20.7333,139.5,26.87,41,75,5.14,AU,1746951943
306,paracale,14.2804,122.7881,29.19,82,53,1.08,PH,1746951944
307,tual,-5.6667,132.75,27.96,80,100,6.01,ID,1746951945
308,tsetserleg,47.475,101.4542,17.32,37,100,6.31,MN,1746951946
309,marica,-22.9194,-42.8186,24.36,88,99,2.36,BR,1746951947
310,onega,63.9061,38.1404,6.33,59,85,4.04,RU,1746951948
311,saudarkrokur,65.7461,-19.6394,3.41,73,17,4.31,IS,1746951949
312,sipalay,9.75,122.5,29.86,70,89,2.93,PH,1746951950
313,zliten,32.4674,14.5687,22.23,52,100,3.75,LY,1746951953
314,portel,-1.9356,-50.8211,23.06,98,100,1.64,BR,1746951954
315,meiganga,6.5167,14.3,24.2,63,99,2.31,CM,1746951955
316,vadso,70.0744,29.7487,7.09,57,100,1.54,NO,1746951956
317,shitanjing,39.2342,106.3439,25.3,5,42,2.87,CN,1746951957
318,greenwood,34.1668,-82.1165,14.34,54,100,2.06,US,1746951958
319,aykhal,66.0,111.5,1.74,86,100,3.1,RU,1746951959
320,bonthe,7.5264,-12.505,26.62,89,100,1.94,SL,1746951960
321,vilyuysk,63.7553,121.6247,9.23,72,100,2.45,RU,1746951961
322,novouzensk,50.4592,48.1431,15.05,43,100,3.17,RU,1746951962
323,umba,66.6871,34.3429,2.64,63,14,0.89,RU,1746951963
324,stolin,51.8912,26.846,11.14,55,9,2.84,BY,1746951964
325,kamiiso,41.8167,140.65,15.21,72,20,7.72,JP,1746951965
326,vila velha,-20.3297,-40.2925,22.97,100,75,2.06,BR,1746951872
327,marianna,30.7744,-85.2269,22.02,83,75,2.06,US,1746951968
328,fisterra,42.9049,-9.2629,13.26,78,55,7.57,ES,1746951969
329,pskov,57.8136,28.3496,5.95,49,100,5.0,RU,1746951970
330,vila do maio,15.1333,-23.2167,21.83,79,32,6.89,CV,1746951971
331,alaghsas,17.0187,8.0168,34.92,7,89,1.53,NE,1746951972
332,darab,28.7519,54.5444,32.06,13,0,3.38,IR,1746951973
333,leava,-14.3,-178.1667,28.64,81,100,8.95,WF,1746951974
334,tharad,24.3961,71.6267,36.59,33,97,3.9,IN,1746951975
335,yemetsk,63.4721,41.7941,7.4,53,30,5.24,RU,1746951976
336,sainte-suzanne,-20.9061,55.6089,29.1,61,20,8.75,RE,1746951977
337,ballina,-28.8667,153.5667,18.12,81,52,6.57,AU,1746951978
338,talanga,14.4,-87.0833,21.84,83,100,0.99,HN,1746951979
339,akwanga,8.9167,8.3833,28.82,56,34,2.15,NG,1746951980
340,gay,51.4666,58.4552,22.32,43,100,6.91,RU,1746951981
341,hammerfest,70.6634,23.6821,6.25,75,75,2.57,NO,1746951982
342,sao tome,0.3365,6.7273,29.02,79,20,5.14,ST,1746951983
343,gamboru,12.3707,14.2173,33.95,18,4,1.82,NG,1746951984
344,liberal,37.0431,-100.921,10.08,76,0,2.06,US,1746951986
345,rio branco,-9.9747,-67.81,23.34,100,40,2.06,BR,1746951987
346,wotho,10.1657,166.0102,27.45,77,100,7.15,MH,1746951988
347,auki,-8.7676,160.7034,26.03,89,100,1.52,SB,1746951989
348,vikhorevka,56.1201,101.1636,11.16,87,100,4.55,RU,1746951990
349,santa terezinha,-29.9002,-50.0904,15.3,81,0,5.77,BR,1746951991
350,puerto armuelles,8.2833,-82.8667,26.72,85,83,1.34,PA,1746951992
351,kone,-21.0595,164.8658,22.75,85,79,1.57,NC,1746951993
352,ulsteinvik,62.3432,5.8487,18.5,44,4,0.87,NO,1746951994
353,la ronge,55.1001,-105.2842,6.14,81,40,3.6,CA,1746951995
354,port-cartier,50.0334,-66.8654,3.71,85,100,7.46,CA,1746951996
355,posto fiscal rolim de moura,-13.0833,-62.2667,21.58,99,100,1.09,BR,1746951997
356,praia da vitoria,38.7333,-27.0667,15.14,88,20,1.84,PT,1746951998
357,tuba city,36.135,-111.2399,16.15,29,32,3.0,US,1746951999
358,weligama,5.9667,80.4167,30.68,63,93,5.37,LK,1746952000
359,zyryanskoye,56.8306,86.6258,10.14,45,88,5.62,RU,1746952002
360,kyzylorda,44.8528,65.5092,31.01,19,0,3.0,KZ,1746952004
361,el granada,37.5027,-122.4694,13.89,69,75,6.69,US,1746952005
362,bodo,67.28,14.405,12.75,58,0,8.75,NO,1746952007
363,grande prairie,55.1667,-118.8027,9.1,49,75,3.09,CA,1746951710
364,hadibu,12.65,54.0333,31.18,54,5,1.35,YE,1746952009
365,wainwright,52.839,-110.8572,11.6,51,100,5.25,CA,1746952010
366,arraial do cabo,-22.9661,-42.0278,23.72,86,68,4.08,BR,1746952011
367,kirkwood,38.5834,-90.4068,15.2,76,40,4.63,US,1746952012
368,cavelossim,15.1726,73.9419,31.99,58,1,5.54,IN,1746952013
369,tugulym,57.0591,64.6425,10.57,49,100,2.38,RU,1746952014
370,ambon,-3.6954,128.1814,31.24,100,40,1.54,ID,1746952015
371,shizunai-furukawacho,42.3339,142.3669,11.64,80,51,8.07,JP,1746952016
372,paris,48.8534,2.3488,20.6,61,0,4.63,FR,1746952017
373,kertih,4.5141,103.4483,33.01,70,20,2.06,MY,1746952019
374,plastun,44.7561,136.2939,16.13,56,5,2.55,RU,1746952020
375,amga,60.8953,131.9608,8.31,68,100,5.2,RU,1746952021
376,bel ombre,-4.6167,55.4167,30.91,74,40,6.69,SC,1746952022
377,udachny,66.4167,112.4,3.95,76,60,3.06,RU,1746952023
378,porto novo,6.4965,2.6036,30.9,65,41,2.68,BJ,1746952024
379,luanda,-8.8368,13.2343,28.0,74,20,2.57,AO,1746952025
380,north bend,43.4065,-124.2243,11.2,100,100,2.06,US,1746952026
381,fort wellington,6.4,-57.6,25.43,88,100,3.81,GY,1746952027
382,paradip garh,20.3167,86.6167,35.79,45,0,8.77,IN,1746952028
383,chegdomyn,51.1167,133.0167,16.56,26,87,4.86,RU,1746952029
384,jianshui,23.6363,102.8264,25.21,45,53,2.32,CN,1746952030
385,pochinki,54.6988,44.8668,11.23,52,4,7.44,RU,1746952033
386,montrose,38.4166,-108.2673,7.52,46,0,1.6,US,1746952034
387,vallenar,-28.5708,-70.7581,14.88,59,1,2.32,CL,1746952035
388,banda aceh,5.5577,95.3222,29.7,68,81,8.56,ID,1746952036
389,zheleznodorozhnyy,55.7503,38.0042,6.75,68,90,5.86,RU,1746952037
390,fort bragg,35.139,-79.006,16.91,80,100,1.54,US,1746952038
391,sao felix do xingu,-6.6447,-51.995,21.8,98,95,0.74,BR,1746952039
392,sao vicente,-23.9631,-46.3919,23.33,71,100,1.42,BR,1746952040
393,palangkaraya,-2.2,113.8333,31.14,68,98,1.71,ID,1746952041
394,cidreira,-30.1811,-50.2056,15.12,86,0,3.37,BR,1746952042
395,essaouira,31.5125,-9.77,17.72,94,75,2.57,MA,1746952043
396,beira,-19.8436,34.8389,25.01,71,0,2.56,MZ,1746952044
397,san luis de la loma,17.2706,-100.8939,26.9,74,8,0.96,MX,1746952045
398,isla del bosque,22.7333,-105.85,22.13,78,39,1.78,MX,1746952046
399,nemuro,43.3236,145.575,7.29,86,13,6.13,JP,1746952047
400,farasan,16.7022,42.1183,30.22,66,6,3.19,SA,1746952048
401,plettenberg bay,-34.0527,23.3716,15.12,65,18,4.69,ZA,1746952050
402,colonia,50.9333,6.95,20.53,45,0,4.12,DE,1746952051
403,al jahra',29.3375,47.6581,38.85,11,0,1.86,KW,1746952052
404,indiana,40.0003,-86.2503,11.44,70,0,2.57,US,1746952053
405,paysandu,-32.3214,-58.0756,13.11,80,0,3.23,UY,1746952054
406,fortuna,40.5982,-124.1573,9.43,95,0,1.54,US,1746952055
407,beterou,9.1992,2.2586,28.58,65,16,3.24,BJ,1746952056
408,bubaque,11.2833,-15.8333,24.97,74,87,4.46,GW,1746952057
409,grand-bassam,5.2118,-3.7388,29.98,71,12,2.28,CI,1746952058
410,rio preto da eva,-2.6994,-59.6997,24.86,93,100,0.71,BR,1746952059
411,talara,-4.5772,-81.2719,20.47,80,100,5.95,PE,1746952060
412,kununurra,-15.7667,128.7333,31.99,31,96,4.12,AU,1746952061
413,homer,59.6425,-151.5483,8.91,66,0,1.54,US,1746952062
414,mahebourg,-20.4081,57.7,29.16,70,40,6.17,MU,1746952063
415,caister-on-sea,52.6481,1.7265,15.03,65,100,5.87,GB,1746952064
416,peniche,39.3558,-9.3811,16.98,84,6,4.91,PT,1746952065
417,balabac,7.9868,117.0645,29.76,71,75,1.63,PH,1746952068
418,port hedland,-20.3167,118.5667,31.03,40,0,5.14,AU,1746952069
419,tawau,4.2498,117.8871,29.07,79,73,0.89,MY,1746952070
420,naze,28.3667,129.4833,16.51,90,100,5.91,JP,1746952071
421,pyetrykaw,52.1289,28.4921,10.79,54,27,2.51,BY,1746952073
422,nagqu,31.5,92.0,12.38,25,100,4.1,CN,1746952074
423,kawalu,-7.3817,108.2082,29.7,81,79,2.18,ID,1746952075
424,boa vista,2.8197,-60.6733,25.99,83,0,1.03,BR,1746952076
425,nahiyat ash shinafiyah,31.5874,44.6602,39.52,9,0,2.29,IQ,1746952077
426,mazagao,-0.115,-51.2894,23.25,99,91,1.12,BR,1746952078
427,port douglas,-16.4833,145.4667,24.03,76,91,6.09,AU,1746952079
428,kuraymah,18.55,31.85,40.02,14,0,4.83,SD,1746952081
429,torghay,49.6339,63.4981,24.87,33,30,2.8,KZ,1746952082
430,ibarreta,-25.2144,-59.8585,13.75,91,0,2.07,AR,1746952083
431,mabaruma,8.2,-59.7833,22.04,100,100,0.48,GY,1746952084
432,kerikeri,-35.2268,173.9474,13.28,86,55,1.31,NZ,1746952085
433,al ghayzah,16.2079,52.176,33.58,38,0,5.17,YE,1746952087
434,mistrato,5.2973,-75.8832,16.09,79,100,0.51,CO,1746952088
435,vila franca do campo,37.7167,-25.4333,14.23,79,100,1.76,PT,1746952089
436,maumere,-8.6199,122.2111,27.61,76,55,1.85,ID,1746952090
437,sao gabriel da cachoeira,-0.1303,-67.0892,22.05,99,85,0.27,BR,1746952091
438,cananeia,-25.0147,-47.9267,17.42,83,2,2.32,BR,1746952092
439,mersing,2.4312,103.8405,32.95,66,40,2.06,MY,1746952093
440,bocaiuva,-17.1078,-43.815,17.61,80,22,1.47,BR,1746952095
441,wewak,-3.5534,143.6268,28.18,82,97,4.43,PG,1746952096
442,barguzin,53.6167,109.6167,11.86,89,100,2.52,RU,1746952097
443,inyonga,-6.7167,32.0667,22.83,72,76,2.61,TZ,1746952098
444,cles,46.3667,11.0333,14.47,71,79,1.44,IT,1746952099
445,sibul,15.169,121.0616,32.41,62,86,3.05,PH,1746952100
446,cabedelo,-6.9811,-34.8339,22.37,83,74,2.93,BR,1746952101
447,tsiroanomandidy,-18.7667,46.0333,25.72,60,0,3.37,MG,1746952102
448,ishigaki,24.3448,124.1572,21.07,83,75,9.26,JP,1746952103
449,palapye,-22.546,27.1251,23.45,25,0,0.41,BW,1746952104
450,kyzyl-mazhalyk,51.1333,90.6,23.79,25,85,5.84,RU,1746952105
451,huaihua,27.5494,109.9592,25.97,45,0,0.38,CN,1746952106
452,lincoln city,44.9582,-124.0179,11.87,95,100,1.34,US,1746952107
453,muisne,0.6,-80.0333,24.83,89,100,2.78,EC,1746952108
454,lianzhou,24.7811,112.3825,24.38,52,100,3.18,CN,1746952109
455,lupane,-18.9315,27.807,24.27,36,4,1.65,ZW,1746952110
456,jumla,29.2747,82.1838,14.8,75,91,2.07,NP,1746952112
457,maraba,-5.3686,-49.1178,25.1,100,40,0.51,BR,1746952113
458,pristen',51.2355,36.6959,9.3,75,100,2.33,RU,1746952114
459,badou,7.5833,0.6,28.19,69,11,0.5,TG,1746952115
460,playa del ingles,27.7567,-15.5787,20.86,74,0,2.33,ES,1746952116
461,patacamaya,-17.2333,-67.9167,5.87,82,89,3.19,BO,1746952117
462,ulety,51.3572,112.4849,20.54,36,85,5.59,RU,1746952118
463,cobija,-11.0267,-68.7692,22.51,98,100,2.24,BO,1746952119
464,tomarovka,50.6834,36.2331,6.42,88,100,1.28,RU,1746952120
465,agadez,19.75,10.25,36.19,8,0,2.24,NE,1746952121
466,oranjemund,-28.55,16.4333,16.57,54,1,4.37,NA,1746952122
467,isabela,6.7085,121.9711,27.03,73,100,0.93,PH,1746952123
468,alexandria,31.2156,29.9553,29.96,33,100,1.22,EG,1746952124
469,shahr-e kord,32.3256,50.8644,25.87,9,0,4.12,IR,1746952125
470,tazacorte,28.629,-17.9293,20.54,85,20,1.54,ES,1746952126
471,east end,34.5507,-92.341,18.84,58,100,1.34,US,1746952127
472,redencao,-4.2258,-38.7306,21.87,98,87,1.55,BR,1746952129
473,daru,-9.0763,143.2092,25.61,89,100,2.86,PG,1746952130
474,urjala,61.0833,23.5333,10.51,42,7,3.92,FI,1746952131
475,glucksburg,54.8333,9.55,13.9,74,71,4.83,DE,1746952132
476,lospalos,-8.5186,127.0025,24.33,71,100,3.66,TL,1746952133
477,rio grande,-32.035,-52.0986,14.03,78,6,4.63,BR,1746952134
478,twentynine palms,34.1356,-116.0542,29.52,18,100,2.02,US,1746952135
479,harsud,22.1,76.7333,38.92,24,9,3.56,IN,1746952136
480,paracuru,-3.41,-39.0306,24.64,89,30,3.58,BR,1746952137
481,hilo,19.7297,-155.09,21.85,87,100,4.63,US,1746952138
482,price,39.5994,-110.8107,15.59,26,0,3.6,US,1746952139
483,ambovombe,-25.1667,46.0833,29.2,53,0,2.44,MG,1746952140
484,qiqihar,47.3408,123.9672,25.82,28,99,3.77,CN,1746952141
485,ploudalmezeau,48.5333,-4.65,14.21,94,100,3.6,FR,1746952142
486,laramie,41.3114,-105.5911,7.21,61,0,4.63,US,1746952143
487,eilat,29.5581,34.9482,32.91,13,0,1.54,IL,1746952144
488,nikolayevsk-on-amure,53.1406,140.73,9.54,66,61,2.92,RU,1746952145
489,praia,14.9215,-23.5087,22.3,78,40,6.17,CV,1746952147
490,labytnangi,66.6572,66.4183,-1.8,78,44,2.4,RU,1746952148
491,tocopilla,-22.092,-70.1979,18.4,73,0,1.2,CL,1746952149
492,tvoroyri,61.5556,-6.8111,8.22,87,100,4.12,FO,1746952150
493,richards bay,-28.783,32.0377,22.3,71,93,8.13,ZA,1746952151
494,santa rosa,14.3122,121.1114,31.16,72,95,1.55,PH,1746952152
495,klaksvik,62.2266,-6.589,9.21,83,100,3.62,FO,1746952153
496,toliara,-23.35,43.6667,28.88,50,0,2.71,MG,1746952155
497,santa cruz,-17.8,-63.1667,17.7,88,10,4.63,BO,1746952156
498,gejiu,23.306,103.1635,20.71,49,62,1.84,CN,1746952157
499,shantobe,52.4581,68.1839,13.83,66,99,2.56,KZ,1746952158
500,les cayes,18.2,-73.75,25.56,85,49,2.65,HT,1746952159
501,aguas vermelhas,-15.7472,-41.46,15.91,99,28,0.6,BR,1746952160
502,nyurba,63.2842,118.3319,10.48,44,99,0.9,RU,1746952161
503,viedma,-40.8135,-62.9967,11.51,70,32,4.66,AR,1746952162
504,mukalla,14.5425,49.1242,32.3,45,0,3.83,YE,1746952164
505,lorengau,-2.0226,147.2712,28.22,78,100,2.14,PG,1746952165
506,robore,-18.3333,-59.75,14.29,88,7,1.4,BO,1746952166
507,arfoud,31.4348,-4.2375,21.48,25,0,8.61,MA,1746952167
508,westport,41.1415,-73.3579,12.64,75,0,0.0,US,1746952168
509,adrar,20.5022,-10.0711,27.76,37,0,7.59,MR,1746952169
510,keflavik,64.0049,-22.5624,6.24,70,75,4.63,IS,1746952171
511,tulun,54.5611,100.5792,12.86,84,100,7.36,RU,1746952172
512,greenville,35.6127,-77.3663,16.74,91,100,0.0,US,1746952173
513,filadelfia,39.9523,-75.1638,14.53,70,40,2.57,US,1746952174
514,urumqi,43.801,87.6005,24.53,27,0,3.0,CN,1746952175
515,tindouf,27.6711,-8.1474,19.25,68,40,8.23,DZ,1746952176
516,lazaro cardenas,17.9583,-102.2,24.87,79,5,2.2,MX,1746952179
517,dalhart,36.0595,-102.5133,11.01,62,0,0.0,US,1746952180
518,kampong thom,12.7111,104.8887,34.07,44,100,4.04,KH,1746952181
519,konarka,19.9,86.1167,33.61,55,0,8.25,IN,1746952182
520,bangassou,4.7413,22.8184,22.83,89,100,0.72,CF,1746952183
521,saint-leu,-21.15,55.2833,29.48,74,23,1.13,RE,1746952184
522,nova olimpia,-14.7972,-57.2881,20.23,97,64,1.73,BR,1746952185
523,usinsk,65.9939,57.5281,1.39,70,18,3.16,RU,1746952186
524,tianchang,37.9981,114.0156,30.81,14,13,6.86,CN,1746952187
525,zaozersk,69.4005,32.4476,3.81,82,68,4.09,RU,1746952188
526,castillos,-34.1667,-53.8333,9.7,79,0,1.82,UY,1746952189
527,belyy yar,53.6039,91.3903,11.94,76,40,7.0,RU,1746952190
528,garoowe,8.4054,48.4845,34.07,33,7,3.68,SO,1746952191
529,vrbas,45.5714,19.6408,16.33,61,0,3.09,RS,1746952192
530,nampula,-15.1165,39.2666,25.81,68,9,2.28,MZ,1746952193
531,boromo,11.75,-2.9333,32.14,40,100,5.81,BF,1746952195
532,port blair,11.6667,92.75,34.02,52,40,3.09,IN,1746952196
533,sungai penuh,-2.0833,101.3833,22.03,89,100,2.0,ID,1746952197
534,novodvinsk,64.4165,40.8122,6.86,46,31,4.78,RU,1746952198
535,contai,21.7786,87.7536,37.71,33,5,7.14,IN,1746952199
536,puerto colombia,10.9878,-74.9547,28.05,83,59,6.35,CO,1746952200
537,moshi,-3.35,37.3333,23.41,80,99,2.24,TZ,1746952201
538,eirunepe,-6.6603,-69.8736,22.47,96,93,0.97,BR,1746952202
539,satipo,-11.2522,-74.6386,19.08,99,57,0.93,PE,1746951984
540,atlantic beach,30.3344,-81.3987,24.45,96,0,3.6,US,1746952204
541,tralee,52.2704,-9.7026,14.01,72,99,0.41,IE,1746952205
542,revda,56.801,59.9303,8.41,93,100,4.72,RU,1746952206
543,kaoma,-14.7833,24.8,25.67,40,0,2.07,ZM,1746952207
544,shuangjiang,26.1547,109.7138,23.52,46,99,2.27,CN,1746952208
545,ulladulla,-35.35,150.4667,18.03,80,11,4.49,AU,1746952209
546,pacocha,-17.5833,-71.3333,17.54,86,58,0.91,PE,1746952210
547,sur,22.5667,59.5289,33.53,38,0,4.37,OM,1746952212
548,dunedin,-45.8742,170.5036,10.45,99,95,1.34,NZ,1746952213
549,kalamata,37.0389,22.1142,22.28,72,40,3.13,GR,1746952214
550,puerto leguizamo,-0.1934,-74.7819,21.62,98,90,0.4,CO,1746952215
551,bayganin,48.6947,55.8742,29.1,28,85,8.55,KZ,1746952216
552,bikenibeu village,1.3673,173.1241,26.98,94,75,2.57,KI,1746952217
553,darwin,-12.4611,130.8418,29.99,62,92,3.6,AU,1746952218
554,fuglafjordur,62.244,-6.814,8.75,81,100,2.66,FO,1746952219
555,girua,-28.0283,-54.3497,11.93,78,0,2.37,BR,1746952220
556,kismayo,-0.3582,42.5454,29.71,70,33,6.4,SO,1746952221
557,xilin hot,43.9667,116.0333,21.82,28,100,7.19,CN,1746952223
558,port-vila,-17.7338,168.3219,25.78,78,75,2.06,VU,1746952224
559,guangshui,31.6199,113.9978,27.87,27,0,2.59,CN,1746952227
560,puerto deseado,-47.7503,-65.8938,10.29,67,38,5.51,AR,1746952228
561,topeka,39.0483,-95.678,13.39,89,0,0.0,US,1746952229
562,sao jose da coroa grande,-8.8978,-35.1478,24.93,82,17,0.98,BR,1746952230
563,marataizes,-21.0433,-40.8244,22.24,92,73,4.12,BR,1746952231
564,es castell,39.8795,4.2854,19.38,88,40,2.06,ES,1746952232
565,tashtagol,52.7657,87.8894,12.98,95,100,2.53,RU,1746952233
566,prado,-17.3411,-39.2208,22.83,92,31,1.75,BR,1746951938
567,yangambi,0.8102,24.4336,21.84,96,100,1.58,CD,1746952235
